index,artist,title,medium,year,width,height,gender,artistBirthYear,acquisitionYear,url
12699,"Self, Colin",Nude Triptych,Etching on paper,1970,0.541,0.688,Male,1941,1999,http://www.tate.org.uk/art/artworks/self-nude-triptych-p78243
12700,"Self, Colin",Grain,Etching on paper,1970,0.688,0.541,Male,1941,1999,http://www.tate.org.uk/art/artworks/self-grain-p78244
12701,"Palermo, Blinky",[title not known],Silkscreen print on board,1970,0.596,0.599,Male,1943,1999,http://www.tate.org.uk/art/artworks/palermo-title-not-known-p78324
12702,"Palermo, Blinky",[title not known],Silkscreen print on board,1970,0.596,0.599,Male,1943,1999,http://www.tate.org.uk/art/artworks/palermo-title-not-known-p78325
12703,"Palermo, Blinky",[title not known],Silkscreen print on board,1970,0.596,0.599,Male,1943,1999,http://www.tate.org.uk/art/artworks/palermo-title-not-known-p78326
12704,"Palermo, Blinky",[title not known],Silkscreen print on board,1970,0.596,0.599,Male,1943,1999,http://www.tate.org.uk/art/artworks/palermo-title-not-known-p78327
12705,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne',Graphite on paper,1970,0.299,0.27,Male,1931,2000,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-t07628
12706,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne',Graphite on paper,1970,0.299,0.27,Male,1931,2000,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-t07630
12707,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne',Graphite on paper,1970,0.299,0.27,Male,1931,2000,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-t07629
12708,"Oppenheim, Dennis",Parallel Stress,"2 photographs, black and white, on paper and ink on paper mounted onto board",1970,2.286,1.524,Male,1938,2005,http://www.tate.org.uk/art/artworks/oppenheim-parallel-stress-t12403
12709,"Craig-Martin, Michael",Six Foot Balance with Four Pounds of Paper,"Steel, lead, brass and lithograph on paper",1970,1.105,1.93,Male,1941,2003,http://www.tate.org.uk/art/artworks/craig-martin-six-foot-balance-with-four-pounds-of-paper-t07975
12710,"Hamilton Finlay, Ian",Archangel,Lithograph on paper,1970,0.255,0.195,Male,1925,2003,http://www.tate.org.uk/art/artworks/hamilton-finlay-archangel-p11926
12711,"Hamilton Finlay, Ian",Evening / Sail,Screenprint on paper,1970,0.502,0.377,Male,1925,2003,http://www.tate.org.uk/art/artworks/hamilton-finlay-evening-sail-p11927
12712,"Hamilton Finlay, Ian",Poem / Print No. 14,Screenprint on paper,1970,0.51,0.71,Male,1925,2003,http://www.tate.org.uk/art/artworks/hamilton-finlay-poem-print-no-14-p11928
12713,"Hamilton Finlay, Ian",Sea / Land Sundial,Glass on wooden base,1970,0.335,0.307,Male,1925,2003,http://www.tate.org.uk/art/artworks/hamilton-finlay-sea-land-sundial-t11738
12714,"Camnitzer, Luis",Leftovers,"80 cardboard boxes, gauze and polyvinyl acetate",1970,2.032,3.226,Male,1937,2004,http://www.tate.org.uk/art/artworks/camnitzer-leftovers-t11883
12715,"Marien, Marcel",Why We Are Fighting,"Wood, Perspex, metal, plastic, rubber and mirror",1970,0.47,0.9,Male,1920,2005,http://www.tate.org.uk/art/artworks/marien-why-we-are-fighting-t12045
12716,"Lamelas, David",Time,"Photograph, gelatine silver print on paper",1970,0.23,0.567,Male,1946,2006,http://www.tate.org.uk/art/artworks/lamelas-time-p79205
12717,"Pleydell-Bouverie, Katherine",Bowl,Oxidised stoneware,1970,0.14,0.08,Female,1895,2005,http://www.tate.org.uk/art/artworks/pleydell-bouverie-bowl-t12112
12718,"Pleydell-Bouverie, Katherine",Bowl,Oxidised stoneware,1970,0.1,0.225,Female,1895,2005,http://www.tate.org.uk/art/artworks/pleydell-bouverie-bowl-t12113
12719,"Batterham, Richard",Bowl,Porcelain,1970,0.07,0.175,Male,1936,2005,http://www.tate.org.uk/art/artworks/batterham-bowl-t12128
12720,"Law, Bob",Is a Mind a Prison,Lead,1970,0.44,0.295,Male,1934,2006,http://www.tate.org.uk/art/artworks/law-is-a-mind-a-prison-t12178
12721,"Williams, Fred",Burnt Landscape II (Bushfire Series),Oil paint on canvas,1970,1.748,1.368,Male,1927,2006,http://www.tate.org.uk/art/artworks/williams-burnt-landscape-ii-bushfire-series-t12269
12722,"Moon, Jeremy",Drawing [1970],Graphite and pastel on paper,1970,0.203,0.253,Male,1934,2006,http://www.tate.org.uk/art/artworks/moon-drawing-1970-t12226
12723,"Koller, J<fa>lius",Universal-Cultural Futurological Operation,"Photograph, gelatin silver print on paper",1970,0.239,0.16,Male,1939,2007,http://www.tate.org.uk/art/artworks/koller-universal-cultural-futurological-operation-t12430
12724,"Koller, J<fa>lius",NO ART!,Digital print on paper,1970,0.149,0.203,Male,1939,2008,http://www.tate.org.uk/art/artworks/koller-no-art-t12572
12725,"Arbus, Diane","A Jewish Giant at Home with his Parents in the Bronx, N.Y. 1970","Photograph, gelatine silver print on paper",1970,0.376,0.37,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-a-jewish-giant-at-home-with-his-parents-in-the-bronx-ny-1970-ar00508
12726,"Arbus, Diane","Mexican Dwarf in his Hotel Room, N.Y.C. 1970","Photograph, gelatine silver print on paper",1970,0.382,0.369,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-mexican-dwarf-in-his-hotel-room-nyc-1970-ar00511
12727,"Arbus, Diane","The King and Queen of a Senior Citizen's Dance, N.Y.C. 1970","Photograph, gelatine silver print on paper",1970,0.372,0.369,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-the-king-and-queen-of-a-senior-citizens-dance-nyc-1970-ar00514
12728,"Arbus, Diane","Albino Sword Swallower at a Carnival, Md. 1970","Photograph, gelatine silver print on paper",1970,0.372,0.372,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-albino-sword-swallower-at-a-carnival-md-1970-ar00555
12729,"Arbus, Diane","Two Men Dancing at a Drag Ball, N.Y.C. 1970","Photograph, gelatine silver print on paper",1970,0.371,0.378,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-two-men-dancing-at-a-drag-ball-nyc-1970-ar00556
12730,"Arbus, Diane","Tattooed Man at a Carnival, Md.","Photograph, gelatine silver print on paper",1970,0.368,0.371,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-tattooed-man-at-a-carnival-md-ar00557
12731,"Arbus, Diane","Woman in Floppy Hat, N.Y.C. 1970","Photograph, gelatine silver print on paper",1970,0.344,0.336,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-woman-in-floppy-hat-nyc-1970-ar00558
12732,"Arbus, Diane","Masked Woman in a Wheelchair, Pa. 1970","Photograph, gelatine silver print on paper",1970,0.378,0.372,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-masked-woman-in-a-wheelchair-pa-1970-ar00560
12733,"Arbus, Diane",Untitled (7) 1970-71,"Photograph, gelatine silver print on paper",1970,0.372,0.375,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-untitled-7-1970-71-ar00561
12734,"Arbus, Diane",Untitled (6) 1970-71,"Photograph, gelatine silver print on paper",1970,0.378,0.374,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-untitled-6-1970-71-ar00562
12735,"Arbus, Diane",Untitled (14) 1970-71,"Photograph, gelatine silver print on paper",1970,0.372,0.375,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-untitled-14-1970-71-ar00563
12736,"Arbus, Diane",Untitled (25) 1970-71,"Photograph, gelatine silver print on paper",1970,0.365,0.37,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-untitled-25-1970-71-ar00564
12737,"Arbus, Diane",Untitled (19) 1970-71,"Photograph, gelatine silver print on paper",1970,0.365,0.365,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-untitled-19-1970-71-ar00565
12738,"Arbus, Diane",Untitled (1) 1970-71,"Photograph, gelatine silver print on paper",1970,0.369,0.366,Female,1923,2009,http://www.tate.org.uk/art/artworks/arbus-untitled-1-1970-71-ar00566
12739,"Beuys, Joseph",Felt Suit,Felt and wood,1970,1.66,0.66,Male,1921,2008,http://www.tate.org.uk/art/artworks/beuys-felt-suit-ar00092
12740,"Beuys, Joseph",The collection of the Emmanuel Hoffmann Foundation,Print on paper,1970,0.644,0.464,Male,1921,2009,http://www.tate.org.uk/art/artworks/beuys-the-collection-of-the-emmanuel-hoffmann-foundation-ar00749
12741,"Beuys, Joseph",Untitled,"Photograph, gelatine silver print on canvas",1970,2.33,2.275,Male,1921,2009,http://www.tate.org.uk/art/artworks/beuys-untitled-ar00600
12742,"Horn, Rebecca",Fan,Ink and crayon on paper,1970,0.479,0.379,Female,1944,2008,http://www.tate.org.uk/art/artworks/horn-fan-t12789
12743,"Bohm, Dorothy",Paris,"Photograph, gelatin silver print on paper",1970,0.235,0.185,Female,1924,2010,http://www.tate.org.uk/art/artworks/bohm-paris-p13104
12744,"Penn, Irving","Man with Pink Face, New Guinea","Photograph, platinum print on paper",1970,0.502,0.502,Male,1917,2010,http://www.tate.org.uk/art/artworks/penn-man-with-pink-face-new-guinea-p13088
12745,"Beuys, Joseph",Joseph Beuys. Zeichnungen Kunstverein Ulm im Rathaus,Print on paper,1970,0.592,0.319,Male,1921,2009,http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-zeichnungen-kunstverein-ulm-im-rathaus-ar00801
12746,"Beuys, Joseph","Direkte Demokratie Volksabstimmung, Dusseldorf",Print on paper,1970,0.611,0.43,Male,1921,2009,http://www.tate.org.uk/art/artworks/beuys-direkte-demokratie-volksabstimmung-dusseldorf-ar00802
12747,"Beuys, Joseph",Direkte Demokratie Volksabstimmung. Dusseldorf,Print on paper,1970,0.602,0.426,Male,1921,2009,http://www.tate.org.uk/art/artworks/beuys-direkte-demokratie-volksabstimmung-dusseldorf-ar00813
12748,"Beuys, Joseph",Tabernakel,Print on paper,1970,0.602,0.846,Male,1921,2009,http://www.tate.org.uk/art/artworks/beuys-tabernakel-ar00859
12749,"Beuys, Joseph",Joseph Beuys: Groninger Museum,Print on paper,1970,0.469,0.268,Male,1921,2009,http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-groninger-museum-ar00888
12750,"Beuys, Joseph",Beuys. Sammlung Hans und Franz van der Grinten,Print on paper,1970,0.838,0.588,Male,1921,2009,http://www.tate.org.uk/art/artworks/beuys-beuys-sammlung-hans-und-franz-van-der-grinten-ar00956
12751,"Beuys, Joseph","Beuys, Transsibirische Bahn 1970",Print on paper,1970,0.799,0.578,Male,1921,2009,http://www.tate.org.uk/art/artworks/beuys-beuys-transsibirische-bahn-1970-ar00957
12752,"Beuys, Joseph",Joseph Beuys: Tekeningen 1945 - 1970. Vleeshal,Print on paper,1970,0.69,0.412,Male,1921,2009,http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-tekeningen-1945-1970-vleeshal-ar01015
12753,"Beuys, Joseph","Joseph Beuys, Werke aus der Sammlung Karl Stroher",Print on paper,1970,1.245,0.832,Male,1921,2009,http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-werke-aus-der-sammlung-karl-stroher-ar01119
12754,"Araeen, Rasheed",Drawing for Sculpture,Graphite on paper,1970,0.32,0.22,Male,1935,2011,http://www.tate.org.uk/art/artworks/araeen-drawing-for-sculpture-t13386
12755,"Hamilton, Richard",A portrait of the artist by Francis Bacon,Collotype and screenprint on paper,1970,0.82,0.692,Male,1922,2012,http://www.tate.org.uk/art/artworks/hamilton-a-portrait-of-the-artist-by-francis-bacon-p80001
12756,"Takamatsu, Jiro",Oneness of Cedar,Cedar,1970,1.312,0.295,Male,1936,2012,http://www.tate.org.uk/art/artworks/takamatsu-oneness-of-cedar-t13498
12757,"Takamatsu, Jiro",Shadow,Graphite and gouache on paper,1970,0.385,0.267,Male,1936,2012,http://www.tate.org.uk/art/artworks/takamatsu-shadow-t13505
12758,"Takamatsu, Jiro",Oneness of Postcard,Postcard on card,1970,0.3,0.23,Male,1936,2012,http://www.tate.org.uk/art/artworks/takamatsu-oneness-of-postcard-t13514
12759,"Takamatsu, Jiro",Eraser,Graphite on paper,1970,0.388,0.267,Male,1936,2012,http://www.tate.org.uk/art/artworks/takamatsu-eraser-t13516
12760,"McCullin, Don","Aldgate, London","Photograph, gelatin silver print on paper",1970,0.505,0.33,Male,1935,2012,http://www.tate.org.uk/art/artworks/mccullin-aldgate-london-p13204
12761,"McCullin, Don","Homeless men standing asleep, Whitechapel, London","Photograph, gelatin silver print on paper",1970,0.495,0.335,Male,1935,2012,http://www.tate.org.uk/art/artworks/mccullin-homeless-men-standing-asleep-whitechapel-london-p13209
12762,"McCullin, Don","Homeless woman, Whitechapel, London","Photograph, gelatin silver print on paper",1970,0.52,0.35,Male,1935,2012,http://www.tate.org.uk/art/artworks/mccullin-homeless-woman-whitechapel-london-p13212
12763,"McCullin, Don","Woman sleeping in a shop doorway, Aldgate East, London","Photograph, gelatin silver print on paper",1970,0.5,0.34,Male,1935,2012,http://www.tate.org.uk/art/artworks/mccullin-woman-sleeping-in-a-shop-doorway-aldgate-east-london-p13213
12764,"McCullin, Don","Aldgate East, London","Photograph, gelatin silver print on paper",1970,0.275,0.39,Male,1935,2012,http://www.tate.org.uk/art/artworks/mccullin-aldgate-east-london-p13215
12765,"McCullin, Don","A Young Girl Taking the Family Laundry, Bradford, Yorkshire","Photograph, silver print on paper",1970,0.34,0.515,Male,1935,2012,http://www.tate.org.uk/art/artworks/mccullin-a-young-girl-taking-the-family-laundry-bradford-yorkshire-p80130
12766,"Bell, Trevor",Calshot,Acrylic paint on canvas,1970,1.16,2.14,Male,1930,2012,http://www.tate.org.uk/art/artworks/bell-calshot-t13396
12767,"Paolozzi, Sir Eduardo",No Title,Screenprint on paper,1970,0.765,0.516,Male,1924,2012,http://www.tate.org.uk/art/artworks/paolozzi-no-title-p13193
12768,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.222,0.335,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80112
12769,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.222,0.335,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80113
12770,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.222,0.335,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80114
12771,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.335,0.222,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80115
12772,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.222,0.335,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80116
12773,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.335,0.222,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80117
12774,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.222,0.335,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80118
12775,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.335,0.222,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80119
12776,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.222,0.335,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80120
12777,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.335,0.222,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80121
12778,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.222,0.335,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80122
12779,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.222,0.335,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80123
12780,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.335,0.222,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80124
12781,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.335,0.222,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80125
12782,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.335,0.222,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80126
12783,"Hirata, Minoru","Collective Kumo's Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970","Photograph, gelatin silver print on paper",1970,0.335,0.222,Male,1930,2012,http://www.tate.org.uk/art/artworks/hirata-collective-kumos-street-happening-at-the-tenjin-intersection-of-fukuoka-february-p80127
12784,"Barlow, Phyllida",Untitled,Crayon on paper,1970,0.558,0.68,Female,1944,2012,http://www.tate.org.uk/art/artworks/barlow-untitled-t13496
12785,"Palermo, Blinky","Graue Scheibe, blaues Dreieck",Screenprint on paper,1970,0.702,1,Male,1943,2013,http://www.tate.org.uk/art/artworks/palermo-graue-scheibe-blaues-dreieck-p80226
