index,url,name,appearances,current,sex,join_date,join_year,years,status,death ,return,Notes
24,http://marvel.wikia.com/Yondu_Udonta_(Earth-691)#,Yondu Udonta,109,NO,male,Feb-78,1978,45,honorary,no_death,no_return,NA
25,http://marvel.wikia.com/Martinex_T%27Naga_(Earth-691)#,Martinex T'Naga,100,NO,male,Feb-78,1978,45,honorary,no_death,no_return,NA
26,http://marvel.wikia.com/Charlie-27_(Earth-691)#,Charlie-27,132,NO,male,Feb-78,1978,45,honorary,no_death,no_return,NA
27,http://marvel.wikia.com/Nicholette_Gold_(Earth-691)#,Nicholette Gold,108,NO,female,Feb-78,1978,45,honorary,no_death,no_return,NA
28,http://marvel.wikia.com/Stakar_Ogord_(Earth-691)#,Stakar,100,NO,male,Feb-78,1978,45,honorary,no_death,no_return,NA
29,http://marvel.wikia.com/Vance_Astro_(Earth-691)#,Vance Astrovik,156,NO,male,Feb-78,1978,45,honorary,no_death,no_return,NA
30,http://marvel.wikia.com/Mar-Vell_(Earth-616)#,Mar-Vell,254,NO,male,Jul-78,1978,45,full,death,return,The bad penny of the Marvel universe. First killed in Secret invasion. Revived during the Chaos war. Died again during aformentioned chaos war. Resurrected by the Kree Empire using theæM'Kraan Crystal. Third death during Avengers vs. X-Men. Has not return
31,http://marvel.wikia.com/Carol_Danvers_(Earth-616)#,Carol Susan Jane Danvers,935,YES,female,Apr-79,1979,44,full,no_death,no_return,NA
32,http://marvel.wikia.com/Samuel_Wilson_(Earth-616)#,Samuel Thomas Wilson,576,YES,male,Jun-79,1979,44,full,no_death,no_return,NA
33,http://marvel.wikia.com/Jocasta_(Earth-616)#,Jocasta,141,YES,female,Nov-88,1988,35,full,death,return,"From her article: Death1: ""Defeated Ultron and reversed the process leaving Jocasta a mindless husk."" Return 1: ""Ultron later revived Jocasta with a remote link activating the mental residue the Wasp left behind"" Death 2: ""Sacrificing herself to try to ki"
34,http://marvel.wikia.com/Greer_Nelson_(Earth-616)#,Greer Grant Nelson,355,YES,female,Sep-81,1981,42,full,no_death,no_return,NA
35,http://marvel.wikia.com/Jennifer_Walters_(Earth-616)#,Jennifer Walters,933,YES,female,Jul-82,1982,41,full,death,return,Dies during Red Hulk Saga. Returns when Lyra infiltrates Intelligenica and finds her in statis
36,http://marvel.wikia.com/Monica_Rambeau_(Earth-616)#,Monica Rambeau,348,YES,female,May-83,1983,40,full,no_death,no_return,NA
37,http://marvel.wikia.com/Eros_(Earth-616)#,Eros,206,NO,male,May-84,1984,39,full,no_death,no_return,NA
38,http://marvel.wikia.com/James_Rhodes_(Earth-616)#,James R. Rhodes,533,NO,male,Sep-84,1984,39,full,no_death,no_return,NA
39,http://marvel.wikia.com/Barbara_Morse_(Earth-616)#,Barbara Barton (nee Morse),374,NO,female,Sep-84,1984,39,full,death,return,Killed by Mephisto. After Secret Invasion it turns out she was actually being impersonated by a Skrull the whole time and was alive and well. 
40,http://marvel.wikia.com/Moira_Brandon_(Earth-616)#,Moira Brandon,2,NO,female,Nov-93,1993,30,honorary,death,no_return,Died in her second appearance earns honorary Avengers status doing so. Stays dead. 
41,http://marvel.wikia.com/Benjamin_Grimm_(Earth-616)#,Benjamin Jacob Grimm,2305,NO,male,Jun-86,1986,37,full,death,return,Once killed during a battle with Doctor Doom.' Brought back by the FF when they literally went to Heaven to get him. 
42,http://marvel.wikia.com/Bonita_Juarez_(Earth-616)#,Bonita Juarez,83,NO,female,Sep-87,1987,36,full,no_death,no_return,NA
43,http://marvel.wikia.com/Marc_Spector_(Earth-616)#,Marc Spector,402,NO,male,Jun-88,1988,35,full,no_death,no_return,NA but he he did die and return to get his powers prior to joining the Avengers. 
44,http://marvel.wikia.com/John_Walker_(Earth-616)#,John F. Walker,352,NO,male,May-89,1989,34,full,no_death,no_return,NA
45,http://marvel.wikia.com/Human_Torch_(Android)_(Earth-616)#,Jim Hammond (alias),565,NO,male,Nov-89,1989,34,full,death,return,"Dies during New Invaders. Was ""was revived as a living weapon the Thinker intended to sell."" Prior to joining the avengers he had died like 2 times in the 40s. "
46,http://marvel.wikia.com/Miguel_Santos_(Earth-616)#,Miguel Santos,112,NO,male,Apr-91,1991,32,full,no_death,no_return,NA: Has not died since joing the Avengers but prior to joining he fought the West Coast avengers and seemingly died. Later turned up under control of a villain
47,http://marvel.wikia.com/Julia_Carpenter_(Earth-616)#,Julia Carpenter,218,NO,female,Sep-92,1992,31,full,no_death,no_return,NA
48,http://marvel.wikia.com/2ZP45-9-X-51_(Earth-616)#,X-51,149,NO,male,Jun-92,1992,31,full,death,return,Died in Deathlok Vol 2 #5. JK that was actually just a Life Model Decoy
49,http://marvel.wikia.com/Chris_Powell_(Earth-616)#,Christopher Powell,168,NO,male,May-93,1993,30,full,no_death,no_return,NA
50,http://marvel.wikia.com/Namor_McKenzie_(Earth-616)#,Namor McKenzie,1561,NO,male,Dec-85,1985,38,full,death,return,Namor was presumed killed in the battle with Atlantean Barbarians. Had actually survived and turned up in the South Pacific
51,http://marvel.wikia.com/Scott_Lang_(Earth-616)#,Scott Edward Harris Lang,217,NO,male,3-Feb,2003,20,full,death,return,Died in Avengers:_Disassembled. Was brought back in the Young Avengers: Children's Crusade arc because time travel but take my word for it it was actually kind of well done. 
52,http://marvel.wikia.com/Anthony_Druid_(Earth-616)#,Anthony Ludgate Druid,158,NO,male,Apr-87,1987,36,honorary,death,return,Shot with a Breathing gun and corpse dumped in trash. Revived by the Grim Reaper. Helped Avengers defeat the Reaper so his spirit could remain at peace. Later completely revived by the Chaos King.
53,http://marvel.wikia.com/Marrina_Smallwood_(Earth-616)#,Marrina Smallwood,86,NO,female,Dec-87,1987,36,full,death,return,Killed by Namor with the Ebony Blade. Returned when The Master put her in a statis tube. Death 2 was when Namor mercy killed her. Returned to life a second time by the Chaos King. 
54,http://marvel.wikia.com/Ravonna_Renslayer_(Earth-6311)#,Ravonna Lexus Renslayer,41,NO,female,May-88,1988,35,full,death,return,Killed in Avengers_Vol_1_24. Revived by the Grandmaster. Died in Avengers:_Forever_Vol_1_3.
